instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BSE_EQ|INE452O01016,536507,FLFL,FUTURE LIFESTYLE FASHIONS LTD,2.36,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08BH6,958419,837REC28,RECL83771228PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN2920240016,811004,752RJ34,752RAJSDL34,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE380D01012,503772,MODWOOL,MODELLA WOOLLENS LTD,74.07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE170C01019,503776,MODIPON,MODIPON LTD,61.95,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE238A08385,952965,825ABL25,ABL825301025PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE296G07176,975982,925MCSL26,MCSL9252326PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE204C01024,503804,SHRIDINE,SHRI DINESH MILLS LTD,399.2,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE647A01010,503806,SRF,SRF LTD,2231.8,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE076B01028,503811,SIYSIL,SIYARAM SILK MILLS LTD,776.6,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE02GA01012,542721,ARL,ANAND RAYONS LIMITED,69.22,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE243N01029,503816,SWADPOL,SWADESHI POLYTEX LTD,104.13,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z455,804868,364D230125,364TB230125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE796C01011,503837,SHRAJSYNQ,SHREE RAJASTHAN SYNTEX LTD,17.77,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE039A09MN1,972607,998IFCI30,IFCI5599829102030PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE414G07HV0,974673,865MFL27,MFL86515327PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE04ST01013,542728,SKIEL,SK INTERNATIONAL EXPORT LIMITE,0,,,0.01,6000,EQUITY,,BSE_EQ
BSE_EQ|INE632A01012,503863,SHRMFGC,SHREE MANUFACTURING COLTD,14.4,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE537P07703,974790,804IIL33,IIL80425433PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE428B01013,536659,PVVINFRA,PVV INFRA LIMITED,5.62,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE962O01014,536672,VCU,VCU DATA MANAGEMENT LTD,7.71,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z505,804880,364D200225,364TB200225,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020190461,800312,SGBDC27VII,SOVEREIGN GOLD BONDS 201920 S,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z513,804883,364D270225,364TB270225,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE572J07562,974792,1110SSFL25,SSFL111024425PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE138O01029,536709,INDRENEW,IND RENEWABLE ENERGY LTD,12.19,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE326P01019,536710,SRGSFL,S R G SECURITIES FINANCE LTD,64.21,,,0.01,3000,EQUITY,,BSE_EQ
BSE_EQ|INE464A01036,503960,BBL,BHARAT BIJLEE LTD,3787.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE218P01018,536737,ACFSL,AMRAPALI CAPITAL AND FINANCE S,0,,,0.01,1200,EQUITY,,BSE_EQ
BSE_EQ|INE325P01011,536738,STELLAR,STELLAR CAPITAL SERVICES LTD,6.94,,,0.01,6000,EQUITY,,BSE_EQ
BSE_EQ|INE540P07343,957809,1015UPPC27,UPPCL101520127PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z547,804892,364D200325,364TB200325,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R07359,974794,810ABHF28,ABHFL81026428PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01RG07023,973703,8GKBHPL34,GKBHPL814234PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002023Z562,804895,364D270325,364TB270325,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE579B01039,504000,ELPROINTL,ELPRO INTERNATIONAL LTD,114.8,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE147P01019,536773,JPOLYINVST,JINDAL POLY INVESTMENT AND FIN,980.85,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z016,804898,364D030425,364TB30425,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0M2307149,974447,962APSB26A,APSBCL962301126PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0JZS01010,543799,SVJ,S V J ENTERPRISES LIMITED,147.95,,,0.05,750,EQUITY,,BSE_EQ
BSE_EQ|INE064H01021,504028,GEE,GEE LTD,149.3,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z024,804901,364D110425,364TB11425,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E07195,935612,749IREDA31,IREDA74921131TAXFREENCD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE835D01023,504036,HIRECT,HIND RECTIFIERS LTD,1172.8,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07UZ8,974796,8MMFSL27,MMFSL27427PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z032,804904,364D180425,364TB18425,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08233,974206,830PNBPERP,PNB830PERPETUALPVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE537P07182,953943,851IIL26,IIL851050526PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1FL1,536823,RFXXIV25DD,RELIANCE FIXED HORIZON FUND X,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1FK3,536825,RFXXIV25DG,RELIANCE FIXED HORIZON FUND X,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE567A01028,504058,NIPPOBATRY,INDONATIONAL LTD,510.65,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1FJ5,536827,RFHXXIV25D,RELIANCE FIXED HORIZON FUND X,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1FI7,536828,RFHXXIV25G,RELIANCE FIXED HORIZON FUND X,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE511C08AL6,957824,10PFL28,PFL1028328PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE520A01027,504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD,748.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07VA9,974797,8MMFSL25,MMFSL26625PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE511D01012,504076,JYOTI,JYOTI LTD,107.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE156M01017,536846,YURANUS,YURANUS INFRASTRUCTURE LTD,87.4,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE581L01018,504080,JSLINDL,JSL INDUSTRIES LTD,1822.1,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE813G01023,504084,KAYCEEI,KAYCEE INDUSTRIES LTD,2419.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z057,804910,364D020525,364T020525,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01C314AQ1,728202,BFSL81124,BFSL07225CP,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA18H7,536859,NFXXV01DG,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE716F01012,504092,INDOKEM,INDOKEM LTD,77.83,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA16H1,536861,NFHXXV01G,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z065,804913,364T080525,364T080525,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE045B01015,504112,NELCO,NELCO LTD,987.6,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z099,804922,364TB29525,364TB29525,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE860H08EA1,958433,976ABFL28,ABFL9760041228PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y100,804924,182TB51224,182TB51224,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE783E01023,504176,HIGHENE,HIGH ENERGY BATTERIES INDIA,589.2,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE502C01039,504180,STDBAT,STANDARD BATTERIES LTD,74.08,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF247L01023,536960,MOM100,MOTILAL OSWAL MUTUAL FUND  MO,59.93,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z115,804928,364TB12625,364TB12625,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA14H6,536967,NFXXV06DG,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA12H0,536969,NFHXXV06G,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0NYN01016,543805,RESGEN,RESGEN LIMITED,111.9,,,0.05,750,EQUITY,,BSE_EQ
BSE_EQ|INE536P01021,536974,CPL,CAPTAIN POLYPLAST LTD,62.87,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE753F07038,972731,93DVC27A,DVC14B9330327BPVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z123,804931,364TB19625,364TB19625,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE279A01012,504212,UNIVCABLES,UNIVERSAL CABLES LTD,610.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN3120240053,811007,743TAMSDL34,743TAMSDL34,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE100D01014,504220,WSI,WSINDUSTRIES INDIA LTD,115.4,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE321N07269,974236,IFSL220922,IFSLNIFTY8425PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0O6A01019,543806,ITCONS,ITCONS ESOLUTIONS LIMITED,593.7,,,0.05,200,EQUITY,,BSE_EQ
BSE_EQ|INE879F14JW6,728207,IFPL111124,IFPL101125CP,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF109K012R6,537007,NIFTYIETF,ICICI PRUDENTIAL NIFTY ETF,269.22,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE872E01016,504240,DLTNCBL,DELTON CABLES LTD,762.25,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE146O08134,957855,1015HLFL25,HLFL101527325PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE377Y07417,974803,790BHF28,BHFL79028428PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE284C01018,504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS,1321.7,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE064R01012,504273,MODULEX,MODULEX CONSTRUCTION TECHNOLOG,25,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y167,804942,182TB17125,182TB17125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0Y7U15013,975767,10Z042426,Z042410151026PTC,0,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y175,804945,182TB23125,182TB23125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE185K01036,537069,ARNOLD,ARNOLD HOLDINGS LTD,44.06,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE560T01015,542803,VEL,VAXFAB ENTERPRISES LIMITED,10.8,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE808K08046,957865,135AFSL25,AFSL13528425PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y183,804948,182TB300125,182TB300125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z180,804949,364TB310725,364TB310725,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z198,804952,364TB70825,364TB70825,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE180M01033,504340,LONGSPUR,LONGSPUR INTERNATIONAL VENTURE,8.82,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE713N01013,504346,RRP,RRP SEMICONDUCTOR LIMITED,113.46,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE366T07162,974255,1379LMPL26,LMPL137925926PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y209,804954,182TB14225,182TB14225,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE507F01023,504351,EMPOWER,EMPOWER INDIA LTD,2.15,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z206,804955,364TB15825,364TB15825,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE017P01014,504356,ZMULTIPU,MULTIPURPOSE TRADING  AGENCIE,10.04,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA1Z58,537135,NFXXV11DG,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KA1Z33,537136,NFHXXV11G,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE927M01029,504369,GRANDMA,GRANDMA TRADING  AGENCIES LTD,0.86,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0LKP01014,504370,ZARDIINV,ARDI INVESTMENT  TRADING LTD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z214,804958,364TB21825,364TB21825,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE459E01012,504375,SOFTBPO,SOFTBPO GLOBAL SERVICES LTD,0,,,0.01,50,EQUITY,,BSE_EQ
BSE_EQ|INE812K01027,504378,NYSSACORP,NYSSA CORPORATION LIMITED,7.4,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE952M01019,504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,68.4,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y225,804960,182TB27225,182TB27225,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z222,804961,364TB28825,364TB28825,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE537L01010,504392,KRISHNA,KRISHNA VENTURES LIMITED,73.87,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE114A07638,972513,88SAIL25,SAILAKXII880261025PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y233,804963,182TB06325,182TB06325,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K07846,974808,799AFL26,AFL7993826PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z230,804964,364TB04925,364TB04925,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE468N07292,974267,EELGSEC25D,ECEGSEC30425PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE539K07148,959245,8HCFSL25,HCFSL83112025PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE818F07211,974809,863KFL31,KFL86331331PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE16J715035,976052,820IUTA130,IUTA182020930PTC,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024X276,804971,91TB090125,91TB090125,99,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08MK5,936044,800MMFSL27,MMFSL800240727NCD,932,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN9623B01058,570002,FELDVR,FUTURE ENTERPRISES LIMITED,5.39,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN9175A01010,570004,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD,34.01,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE224E01036,570005,GATECHDVR,GACM TECHNOLOGIES LIMITED  DV,0.86,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y274,804975,182TB170425,182TB170425,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D08MM1,936048,805MMFSL32,MMFSL805240732NCD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE671C01016,537253,SUNLOC,SUNIL HEALTHCARE LTD,78,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE442P01014,537259,SUYOG,SUYOG TELEMATICS LTD,1742.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE0NGR15014,974279,860P92226,P92286017326PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024X300,804980,91TB300125,91TB300125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE081A14FG1,728216,TSL111124A,TSL10225CP,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE305A09232,952989,881TFC25,TFC88191125PVT,0,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE540P07467,974283,995UPPCL27,UPPCL99531327PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z297,804982,364TB301025,364TB301025,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE08Z607042,974754,9VFPL25,VFPL931325PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE540P07475,974284,995UPPCL28,UPPCL99531328PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE448G01010,537291,NATHBIOGEN,NATH BIOGENES INDIA LTD,182.15,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE449G01018,537292,AGRITECH,AGRI TECH INDIA LTD,180.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Y308,804984,182TB080525,182TB080525,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z305,804985,364TB61125,364TB61125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF109KC13R4,543816,IPRU3534,ICICI PRUDENTIAL MUTUAL FUND,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024X326,804986,91TB13025,91TB13025,98.42,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE385C01021,504614,SARDAEN,SARDA ENERGY  MINERALS LTD,430.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E08577,958896,734PGCIL29,PGCIL73413729PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE121H08164,957905,890IFSL28,IFSL89023428PVT,0,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z313,804988,364TB131125,364TB131125,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE212P01011,537326,CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,231.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB17G9,542845,NIEHSPJ,NIPPON INDIA MUTUAL FUND,30.81,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE126D07131,957907,91RCFL25,RCFL9128325PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF109KC14R2,543817,IPRU9735,ICICI PRUDENTIAL MUTUAL FUND,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN002024Z321,804991,364TB211125,364TB211125,92,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE850M07475,975743,918NACL29,NACL91814629PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08666,974814,78HDFCB33,HDFCB78030533CP,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE722A07BG3,973805,9SFL32,SFL9220232PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE053F08288,974678,751IRFC26,IRFC75115426PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE361D01012,504605,UNIABEXAL,UNI ABEX ALLOY PRODUCTS LTD,3080.6,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INF179KB1A00,537378,HCPO36MJDG,HDFC MUTUAL FUND  HDFC CAPITA,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF179KB1A18,537379,HCPO36MJDD,HDFC MUTUAL FUND  HDFC CAPITA,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF179KB1A34,537381,HCPO36MJRD,HDFC MUTUAL FUND  HDFC CAPITA,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE658F08201,975551,910KIIFB30,KIIFB91026330PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A08AI1,946998,11SFL25A,SFLJ211090925PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE106G01014,504646,BGWTATO,BHAGWATI AUTOCAST LTD,449.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE244L08059,957921,880ICCL28,ICCL8802528PVT,0,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE089T01023,504648,BOMBWIR,BOMBAY WIRE ROPES LTD,73.52,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE965R07298,974830,960GDPL25C,GDPL960241225PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1IM3,537459,NFXXV18DG,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1IK7,537463,NFHXXV18G,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K014N5,537483,NIF100BEES,NIPPON INDIA ETF NIFTY 100,262.87,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B07JP4,935538,689RECL24,REC68951125S1ANCD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE566M01017,504731,AZADIND,AZAD INDIA MOBILITY LIMITED,154.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE01HV07387,974819,2VCL25,VCL28525PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE323C01030,504741,INDIANHUME,INDIAN HUME PIPE COLTD,406.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE051G01012,537536,DENISCHEM,DENIS CHEM LAB LTD,157.75,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE403Q08092,936096,10KFL25,KFL107525NCDS,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE859C08103,974327,1360IKFF28,IKFFL1YEARSBIMCLR28428PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE403Q08100,936098,KFLZC25,KFLZC7525NCDS,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE155E01016,504786,INVPRECQ,INVESTMENT  PRECISION CASTING,816.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE265J07472,974461,96JMFARC24,JMFARCL96201224PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1510,537560,NFXXV20DD,RELIANCE MUTUAL FUNDRELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1502,537561,NFXXV20DG,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1494,537562,NFHXXV20D,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1486,537563,NFHXXV20G,RELIANCE MUTUAL FUND RELIANCE,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE826P01018,537573,POLYMAC,POLYMAC THERMOFORMERS LTD,0,,,0.01,800,EQUITY,,BSE_EQ
BSE_EQ|INE123E01014,504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LT,102.58,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE210P01015,537582,UNISHIRE,UNISHIRE URBAN INFRA LTD,0,,,0.01,10000,EQUITY,,BSE_EQ
BSE_EQ|IN0020150051,800241,773GS2034,773CG2034,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08MN4,974822,744PFCL28,PFC74410528PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE849D08TX3,957951,875ISPDL28,ISPDL87511528PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE375D01012,504840,KAIRA,KAIRA CAN COLTD,1936.65,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE733E07KG3,955183,749NTPC31,NTPC74971131PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE511C07706,936634,829PFL29,PFL10276529NCD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE569C01020,504879,ORIENTCER,ORIENT CERATECH LIMITED,40.61,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE087P07287,974344,AFSGSE25A,AFSLGSEC4425PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE166R01015,504882,NATIONSTD,NATIONAL STANDARD INDIA LTD,4283,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE583D07471,975771,1025UCL27,UCL102525627NCD,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE871D07RN4,957962,910ILFSL28,ILFSL91030528PVT,0,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE920P01019,537669,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,0,,,0.05,1500,EQUITY,,BSE_EQ
BSE_EQ|INE336C01016,504903,RATHIST,RATHI STEEL  POWER LTD,46.7,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B07JS8,935544,734REC30,REC73451130S2BNCD,1069.61,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE340F01011,504908,DUNCANENG,DUNCAN ENGINEERING LIMITED,641.75,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE149K01016,504918,SANDUMA,SANDUR MANGANESE  IRON ORES L,478.1,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE05AN01011,542905,HINDWAREAP,HINDWARE HOME INNOVATION LIMIT,295.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE0JSX01015,543829,GSLSU,GLOBAL SURFACES LIMITED,177.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE950O07412,974352,MRHFGSE25,MRHFLGSEC141125PVT,0,,,0.01,1,EQUITY,,BSE_EQ
